Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,clasificacion_llm,subcategoria_tic,marca_tic
APF,16,MEDIO AMBIENTE Y RECURSOS NATURALES,APF,016B00,CONAGUA,COMISION NACIONAL DEL AGUA,016B00015,SUBDIRECCION GENERAL DE ADMINISTRACION,E-2024-00036653,ADN-023-SR-2024,RED DE TELECOMUNICACIONES DE LA COMISIÓN NACIONAL DEL AGUA 2024,"31603, 31701",LAASSP,"ADJUDICACIÓN DIRECTA POR ADJUDICACIÓN A PROVEEDOR CON CONTRATO VIGENTE, BAJO LAS MISMAS CONDICIONES",ART. 41 FR. III,"PÉRDIDAS O COSTOS ADICIONALES, CUANTIFICADOS Y JUSTIFICADOS, O ENTRE OTROS SUPUESTOS, SE TRATE DE PROVEEDOR QUE TENGA CONTRATO VIGENTE ADJUDICADO POR LICITACIÓN PÚBLICA.",,NO,,,,,AA-16-B00-016B00015-N-29-2024,SERVICIOS,NACIONAL,,NO,NO,,,,16/04/2024 03:41,,,C-2024-00041735,CNA-GRM-022-2024,RED DE TELECOMUNICACIONES DE LA COMISIÓN NACIONAL DEL AGUA 2024,RED DE TELECOMUNICACIONES DE LA COMISIÓN NACIONAL DEL AGUA 2024,NO,PUBLICADO,16/04/2024,31/12/2024,30/04/2024 18:07,211600045.2,MXN,SI,2024-A-A-NAC-A-C-16-B00-00024241,FORMALIZADO,30/04/2024 18:07,Cerrado,211600045.2,,245456052.4,,MXN,SI,2024-A-A-NAC-A-C-16-B00-00024241-0002,21/02/2025 00:00,211600045.2,,,,21/02/2025 20:07,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/6048f944d9af4f65a1e92dfb3186b4ae/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA
APF,21,TURISMO,APF,021W3N,FONATUR,FONDO NACIONAL DE FOMENTO AL TURISMO,021W3N003,SUBDIRECCION DE ADQUISICIONES Y SERVICIOS GENERALES,E-2024-00037857,040 / 2024,SERVICIO DE INTERNET CORPORATIVO PARA FONATUR,31602,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR CONTRATO MARCO,ART. 41 FR. XX,"SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO,MEDIANTE INVITACIÓN A TODOS LOS ADHERIDOS",SERVICIO DE INTERNET CORPORATIVO,NO,,,,,IA-21-W3N-021W3N003-N-47-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,18/04/2024 01:59,22/04/2024 17:00,25/04/2024 23:00,C-2024-00048227,040/2024,SERVICIO DE INTERNET CORPORATIVO PARA FONATUR,SERVICIO DE INTERNET CORPORATIVO PARA FONATUR,NO,PUBLICADO,26/04/2024,31/12/2024,10/05/2024 14:22,652680.0,MXN,SI,2024-A-I-NAC-A-A-21-W3N-00026359,FORMALIZADO,10/05/2024 14:22,Abierto,326380.83,,652680.0,,MXN,SI,2024-A-I-NAC-A-A-21-W3N-00026359-0001,18/02/2025 00:00,391656.99,454322.11,783216.0,908530.56,30/12/2024 20:42,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/0f3dc32cce29407686c2b11286856a5b/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA
APF,48,CULTURA,APF,048MDC,IMCINE,INSTITUTO MEXICANO DE CINEMATOGRAFIA,048MDC001,DIRECCION DE ADMINISTRACION Y FINANZAS,E-2024-00038281,ITP-IMC-048MDC-001/2024,SERVICIO DE INTERNET CORPORATIVO SIMÉTRICO PARA OFICINAS CENTRALES,31701,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR CONTRATO MARCO,ART. 41 FR. XX,"SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO,MEDIANTE INVITACIÓN A TODOS LOS ADHERIDOS",SERVICIO DE INTERNET CORPORATIVO,NO,,,,,IA-48-MDC-048MDC001-N-218-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,19/04/2024 00:40,29/04/2024 16:00,29/04/2024 23:00,C-2024-00049649,ITP-IMC-048MDC-001/2024,SERVICIO DE INTERNET CORPORATIVO SIMÉTRICO PARA OFICINAS CENTRALES,SERVICIO DE INTERNET CORPORATIVO SIMÉTRICO PARA OFICINAS CENTRALES,SI,PUBLICADO,01/05/2024,31/07/2025,20/05/2024 12:39,325650.0,MXN,NO,2024-A-I-NAC-P-C-48-MDC-00028444,FORMALIZADO,20/05/2024 12:39,Cerrado,325650.0,,377754.0,,MXN,NO,,,325650.0,,,,,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e3566583a5e0436d8e76aad9de8105ea/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA
APF,47,ENTIDADES NO SECTORIZADAS,APF,047EZN,AGN,ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,E-2024-00037852,AGN/SAPC/011/2024,SERVICIO DE INTERNET CORPORATIVO PARA EL ARCHIVO GENERAL DE LA NACIÓN,31603,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR CONTRATO MARCO,ART. 41 FR. XX,"SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO,MEDIANTE INVITACIÓN A TODOS LOS ADHERIDOS",SERVICIO DE INTERNET CORPORATIVO,NO,,,,,IA-47-EZN-047EZN999-N-18-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,18/04/2024 02:17,29/04/2024 17:00,30/04/2024 20:00,C-2024-00050255,AGN/SAPC/011/2024,SERVICIO DE INTERNET CORPORATIVO PARA EL ARCHIVO GENERAL DE LA NACIÓN,SERVICIO DE INTERNET CORPORATIVO PARA EL ARCHIVO GENERAL DE LA NACIÓN,SI,PUBLICADO,01/05/2024,31/07/2025,15/05/2024 21:38,156000.0,MXN,NO,2024-A-I-NAC-P-C-47-EZN-00026108,FORMALIZADO,15/05/2024 21:38,Cerrado,156000.0,,180960.0,,MXN,NO,,,156000.0,,,,,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e23a9804bbf54ad381b1f9b4d5244b2a/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA
APF,8,AGRICULTURA Y DESARROLLO RURAL,APF,8000,SADER,SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL,8000999,SUBDIRECCIÓN DE ADQUISICIONES,E-2024-00046758,ITP-25-2024,SERVICIO DE INTERNET CORPORATIVO PARA LA SECRETARIA DE AGRICULTURA,31701,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR CONTRATO MARCO,ART. 41 FR. XX,"SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO,MEDIANTE INVITACIÓN A TODOS LOS ADHERIDOS",SERVICIO DE INTERNET CORPORATIVO,NO,,,,,IA-08-512-008000999-N-84-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,08/05/2024 21:22,16/05/2024 17:00,20/05/2024 20:00,C-2024-00061072,DGRMIS-080/2024,SERVICIO DE INTERNET CORPORATIVO PARA LA SECRETARIA DE AGRICULTURA,SERVICIO DE INTERNET CORPORATIVO PARA LA SECRETARIA DE AGRICULTURA PARTIDA 1,NO,PUBLICADO,21/05/2024,31/12/2024,04/06/2024 20:16,12776.0,MXN,SI,2024-A-I-NAC-A-A-08-512-00034191,FORMALIZADO,04/06/2024 20:16,Abierto,12776.0,14820.16,25282.0,29327.12,MXN,SI,2024-A-I-NAC-A-A-08-512-00034191-0001,31/03/2025 00:00,,,,,31/12/2024 21:31,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/c1611cce2ce046f3bfc0df7a8057008f/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA
APF,15,"DESARROLLO AGRARIO, TERRITORIAL Y URBANO",APF,015B00,RAN,REGISTRO AGRARIO NACIONAL,015B00001,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,E-2024-00047303,RAN-ADN-15B00001-007-2024,SERVICIO DE INTERNET CORPORATIVO PARA LAS OFICINAS CENTRALES,31701,LAASSP,ADJUDICACIÓN DIRECTA POR CONTRATO MARCO,ART. 41 FR. XX,SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO.,SERVICIO DE INTERNET CORPORATIVO,NO,,,,,AA-15-B00-015B00001-N-18-2024,SERVICIOS,NACIONAL,,NO,NO,,,,09/05/2024 19:41,,15/05/2024 00:00,C-2024-00061313,RANC/DGAF/DRMSG/025/2024,SERVICIO DE INTERNET CORPORATIVO PARA LAS OFICINAS CENTRALES,SERVICIO DE INTERNET CORPORATIVO PARA LAS OFICINAS CENTRALES DEL REGISTRO AGRARIO NACIONAL,NO,PUBLICADO,16/05/2024,31/12/2024,30/05/2024 20:24,81210.0,MXN,SI,2024-A-A-NAC-A-C-15-B00-00034277,FORMALIZADO,30/05/2024 20:24,Cerrado,81210.0,,94203.6,,MXN,SI,2024-A-A-NAC-A-C-15-B00-00034277-0001,15/02/2025 00:00,81210.0,,113044.32,,31/12/2024 20:42,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/484dba7467f74d60bd66dce2b876c9b6/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA
APF,10,ECONOMÍA,APF,010K8V,IMPI,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,010K8V001,DIRECCION DIVISIONAL DE ADMINISTRACION,E-2024-00045323,IA-IMPI-03/2024,ARRENDAMIENTO DE EQUIPO PARA TELEFONIA IP Y VIDEOCONFERENCIA,32303,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR CONTRATO MARCO,ART. 41 FR. XX,"SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO,MEDIANTE INVITACIÓN A TODOS LOS ADHERIDOS",ARRENDAMIENTO DE EQUIPO PARA TELEFONÍA IP Y VIDEOCONFERENCIA,NO,,,,,IA-10-K8V-010K8V001-N-53-2024,ARRENDAMIENTOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,07/05/2024 22:22,17/05/2024 16:00,22/05/2024 19:00,C-2024-00063092,IA-IMPI-03/2024,ARRENDAMIENTO DE EQUIPO PARA TELEFONIA IP Y VIDEOCONFERENCIA,"LA FINALIDAD DE LA CONTRATACIÓN ES PROPORCIONAR A LAS ÁREAS QUE LA INTEGRAN LAS HERRAMIENTAS TECNOLÓGICAS EN MATERIA DE TELEFONÍA IP Y VIDEOCONFERENCIA, QUE PERMITAN LA INTERCONEXIÓN PARA LOS SERVICIOS DE VOZ, DATOS Y VIDEO, BAJO EL PROTOCOLO IP, A FIN DE MANTENER LA CONTINUIDAD DE LOS SERVICIOS QUE PROPORCIONA Y DE ESTA MANERA, ALCANZAR SUS METAS.",SI,PUBLICADO,01/07/2024,31/07/2025,07/06/2024 17:04,2285595.0,MXN,NO,2024-A-I-NAC-P-C-10-K8V-00035082,FORMALIZADO,07/06/2024 17:04,Cerrado,2285595.0,,2651290.2,,MXN,NO,,,2285595.0,,,,,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/ee08dbecb7e540f7b32af8f1f38d7367/procedimiento,TIC,Adquisición de equipo de cómputo,NINGUNA
APF,10,ECONOMÍA,APF,010K8V,IMPI,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,010K8V001,DIRECCION DIVISIONAL DE ADMINISTRACION,E-2024-00046933,IA-IMPI-05/2024,SERVICIO DE INTERNET PARA OFICINAS REMOTAS,31603,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR CONTRATO MARCO,ART. 41 FR. XX,"SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO,MEDIANTE INVITACIÓN A TODOS LOS ADHERIDOS",SERVICIO DE INTERNET PARA OFICINAS REMOTAS,NO,,,,,IA-10-K8V-010K8V001-N-58-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,09/05/2024 18:09,20/05/2024 20:00,24/05/2024 20:00,C-2024-00067104,IA-IMPI-05/2024,SERVICIO DE INTERNET PARA OFICINAS REMOTAS,"EL INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL EN LO SECUSIVO EL IMPI, REQUIERE LA CONTRATACIÓN DEL SERVICIO DE INTERNET PARA OFICINAS REMOTAS QUE LE PERMITA CONTAR CON EL SERVICIO DE TRANSPORTE DE DATOS A LA RED INTERNET PARA LA COMUNICACIÓN DE LAS OFICINAS REMOTAS, POR MEDIO DEL ESTABLECIMIENTO DE REDES PRIVADAS VIRTUALES (VPN POR SUS SIGLAS EN INGLÉS)",SI,PUBLICADO,01/07/2024,31/07/2025,07/06/2024 20:32,162929.0,MXN,SI,2024-A-I-NAC-P-C-10-K8V-00034109,FORMALIZADO,07/06/2024 20:32,Cerrado,162929.0,,188997.64,,MXN,SI,2024-A-I-NAC-P-C-10-K8V-00034109-0001,31/07/2025 00:00,162929.0,,83386.6,,31/03/2025 18:54,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/e3146c9f25a947708d32c48b88003569/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA
APF,47,ENTIDADES NO SECTORIZADAS,APF,047AYM,SESNA,SECRETARIA EJECUTIVA DEL SISTEMA NACIONAL ANTICORRUPCION,047AYM999,DIRECCION DE RECURSOS MATERIALES,E-2024-00056066,SESNA/DGA/34/05/2024,ARRENDAMIENTO DE EQUIPO PARA RED LAN Y WLAN PARA LA SECRETARÍA EJECUTIVA,32301,LAASSP,ADJUDICACIÓN DIRECTA POR CONTRATO MARCO,ART. 41 FR. XX,SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO.,ADQUISICIÓN DE EQUIPO PARA RED LAN Y WLAN,NO,,,,,AA-47-AYM-047AYM999-N-10-2024,ARRENDAMIENTOS,NACIONAL,,NO,NO,,,,21/05/2024 23:26,,27/05/2024 00:00,C-2024-00067970,SESNA/DGA/34/05/2024,ARRENDAMIENTO DE EQUIPO PARA RED LAN Y WLAN PARA LA SECRETARÍA EJECUTIVA,ARRENDAMIENTO DE EQUIPO PARA REL LAN Y WLAN PARA LA SECRETARIA EJECUTIVA DEL SISTEMA NACIONAL ANTICORRUPCIÓN,SI,PUBLICADO,16/07/2024,31/07/2025,30/05/2024 20:29,177600.0,MXN,NO,2024-A-A-NAC-P-C-47-AYM-00034164,FORMALIZADO,30/05/2024 20:29,Cerrado,177600.0,,206016.0,,MXN,NO,,,177600.0,,,,,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/f1830a6aa5f34b4f8791179836a98a97/procedimiento,TIC,Adquisición de equipo de cómputo,NINGUNA
APF,47,ENTIDADES NO SECTORIZADAS,APF,047AYM,SESNA,SECRETARIA EJECUTIVA DEL SISTEMA NACIONAL ANTICORRUPCION,047AYM999,DIRECCION DE RECURSOS MATERIALES,E-2024-00056184,SESNA/DGA/35/05/2024,SERVICIO DE INTERNET CORPORATIVO PARA LA SECRETARÍA EJECUTIVA DEL SISTEMA NACION,31603,LAASSP,ADJUDICACIÓN DIRECTA POR CONTRATO MARCO,ART. 41 FR. XX,SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO.,SERVICIO DE INTERNET CORPORATIVO,NO,,,,,AA-47-AYM-047AYM999-N-11-2024,SERVICIOS,NACIONAL,,NO,NO,,,,22/05/2024 00:23,,28/05/2024 00:00,C-2024-00068314,SESNA/DGA/35/05/2024,SERVICIO DE INTERNET CORPORATIVO PARA LA SECRETARÍA EJECUTIVA DEL SISTEMA NACION,SERVICIO DE INTERNET CORPORATIVO PARA LA SECRETARÍA EJECUTIVA DEL SISTEMA NACIONAL ANTICORRUPCIÓN,SI,PUBLICADO,16/07/2024,31/07/2025,30/05/2024 20:34,89875.0,MXN,NO,2024-A-A-NAC-P-C-47-AYM-00033002,FORMALIZADO,30/05/2024 20:34,Cerrado,89875.0,,104255.0,,MXN,NO,,,89875.0,,,,,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/c85d6a39441043f99f5452a3641dd7ca/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA
APF,10,ECONOMÍA,APF,010K8V,IMPI,INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL,010K8V001,DIRECCION DIVISIONAL DE ADMINISTRACION,E-2024-00051933,IA-IMPI-06/2024,SERVICIO DE INTERNET CORPORATIVO,31603,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR CONTRATO MARCO,ART. 41 FR. XX,"SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO,MEDIANTE INVITACIÓN A TODOS LOS ADHERIDOS",SERVICIO DE INTERNET CORPORATIVO,NO,,,,,IA-10-K8V-010K8V001-N-65-2024,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,16/05/2024 18:26,23/05/2024 17:00,28/05/2024 19:00,C-2024-00069225,IA-IMPI-06/2024,SERVICIO DE INTERNET CORPORATIVO,"EL INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL REQUIERE LA CONTRATACIÓN DEL SERVICIO DE INTERNET CORPORATIVO, QUE LE PERMITA CONTAR CON LAS HERRAMIENTAS TECNOLÓGICAS EN MATERIA DE TELECOMUNICACIONES NECESARIAS, PARA MANTENER LA OPERACIÓN DE LAS REDES DE COMUNICACIÓN, DATOS, VIDEO E INTERNET, EN ÓPTIMAS CONDICIONES DE DISPONIBILIDAD Y SEGURIDAD INFORMÁTICA. ESTE SERVICIO PERMITIRÁ AL INSTITUTO MEXICANO DE LA PROPIEDAD INDUSTRIAL GARANTIZAR EL SERVICIO DE CONEXIÓN DE INTERNET PARA LA NAVEGACIÓN, PUBLICACIÓN TRANSMISIÓN Y RECEPCIÓN DE MENSAJES, INTERCAMBIAR INFORMACIÓN, TRANSFERIR INFORMACIÓN ENTRE DEPENDENCIAS DEL GOBIERNO, ASÍ COMO LA PUBLICACIÓN DE PORTALES WEB QUE PRESTAN EL SERVICIO A LA CIUDADANIA.",SI,PUBLICADO,01/07/2024,31/07/2025,12/06/2024 16:21,191061.0,MXN,NO,2024-A-I-NAC-P-C-10-K8V-00034374,FORMALIZADO,12/06/2024 16:21,Cerrado,191061.0,,221630.76,,MXN,NO,,,191061.0,,,,,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/c4b3a9fed31c41e6b00720f2d37657ce/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA
APF,47,ENTIDADES NO SECTORIZADAS,APF,047AYI,PRODECON,PROCURADURIA DE LA DEFENSA DEL CONTRIBUYENTE,006AYI999,DIRECCIÓN GENERAL DE ADMINISTRACIÓN,E-2024-00051338,00047/2024,TELEFONÍA IP Y VIDEOCONFERENCIA,32301,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IA-47-AYI-006AYI999-N-55-2024,ARRENDAMIENTOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,15/05/2024 23:21,27/05/2024 16:00,03/06/2024 16:00,C-2024-00076447,PRODECON/SG/DGA/C17/2024,SOPORTE A LA OPERACIÓN DE LAS COMUNICACIONES Y CONECTIVIDAD DE LA INSTITUCIÓN,SOPORTE A LA OPERACIÓN DE LAS COMUNICACIONES Y CONECTIVIDAD DE LA INSTITUCIÓN (TELEFONÍA IP Y VIDEOCONFERENCIA),NO,PUBLICADO,01/08/2024,31/12/2024,18/06/2024 15:36,1004060.0,MXN,SI,2024-A-I-NAC-A-A-47-AYI-00039631,FORMALIZADO,18/06/2024 15:36,Abierto,1004060.0,1164709.6,2220400.0,2575664.0,MXN,SI,2024-A-I-NAC-A-A-47-AYI-00039631-0002,31/01/2025 00:00,1204872.0,1397651.52,2664480.0,3090796.8,31/12/2024 07:55,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/4bc3d76ef9f44c3682d44a97f2218f8d/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA
APF,12,SALUD,APF,012NDY,INSP,INSTITUTO NACIONAL DE SALUD PUBLICA,012NDY001,DEPARTAMENTO DE SERVICIOS GENERALES Y MANTENIMIENTO,E-2024-00087847,DAF/SGYM1242/2024,SERVICIO DE INTERNET CORPORATIVO PARA EL INSTITUTO NACIONAL DE SALUD PÚBLICA,31701,LAASSP,ADJUDICACIÓN DIRECTA POR CONTRATO MARCO,ART. 41 FR. XX,SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO.,SERVICIO DE INTERNET CORPORATIVO,NO,,,,,AA-12-NDY-012NDY001-N-652-2024,SERVICIOS,NACIONAL,,NO,NO,,,,21/08/2024 21:41,,28/08/2024 00:00,C-2024-00116248,DAF/SGYM1242/2024,SERVICIO DE INTERNET CORPORATIVO PARA EL INSTITUTO NACIONAL DE SALUD PÚBLICA,SERVICIO DE INTERNET CORPORATIVO PARA EL INSTITUTO NACIONAL DE SALUD PÚBLICA,SI,PUBLICADO,01/09/2024,31/07/2025,12/09/2024 17:56,203984.0,MXN,NO,2024-A-A-NAC-P-A-12-NDY-00052485,FORMALIZADO,12/09/2024 17:56,Abierto,203983.62,236621.44,509942.24,591552.5,MXN,NO,,,,,,,,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/876deebfe331447d9540bdb4fdce50bb/procedimiento,TIC,Servicios de nube o virtualización,NINGUNA
APF,12,SALUD,APF,012NDY,INSP,INSTITUTO NACIONAL DE SALUD PUBLICA,012NDY001,DEPARTAMENTO DE SERVICIOS GENERALES Y MANTENIMIENTO,E-2024-00087873,DAF/SGYM1243/2024,SERVICIO DE INTERNET PARA OFICINAS REMOTAS PARA EL INSTITUTO NACIONAL DE SALUD P,31701,LAASSP,ADJUDICACIÓN DIRECTA POR CONTRATO MARCO,ART. 41 FR. XX,SUSCRIPCIÓN DE CONTRATOS ESPECÍFICOS QUE DERIVAN DE UN CONTRATO MARCO.,SERVICIO DE INTERNET PARA OFICINAS REMOTAS,NO,,,,,AA-12-NDY-012NDY001-N-653-2024,SERVICIOS,NACIONAL,,NO,NO,,,,21/08/2024 21:41,,28/08/2024 00:00,C-2024-00116254,DAF/SGYM1243/2024,SERVICIO DE INTERNET PARA OFICINAS REMOTAS PARA EL INSTITUTO NACIONAL DE SALUD P,SERVICIO DE INTERNET PARA OFICINAS REMOTAS PARA EL INSTITUTO NACIONAL DE SALUD PÚBLICA,SI,PUBLICADO,01/09/2024,31/07/2025,12/09/2024 18:00,135300.0,MXN,NO,2024-A-A-NAC-P-A-12-NDY-00052554,FORMALIZADO,12/09/2024 18:00,Abierto,135300.0,156948.0,338250.0,392370.0,MXN,NO,,,,,,,,UNI951013RC1,UNINET SA DE CV,18879,MX,MEXICANA,NO,GRANDE,Plataforma Integral CompraNet,https://upcp-compranet.funcionpublica.gob.mx/sitiopublico/#/sitiopublico/detalle/b30c311cd59247f4862a2e23e961279c/procedimiento,TIC,Infraestructura de red o servidores,NINGUNA
